,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6
3694,95,2020-11-22T00:00:00.000Z,Hold On,Extreme Music,GBBPP1509812,,12593114.0,40,['2015-06-19T00:00:00.000Z'],474449.0,10891.0,13924.0
3695,96,2020-11-22T00:00:00.000Z,Promiscuous,Nelly Furtado,USUM70603473,-0.857142857142857,15902731.0,57,"['2017-04-21T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2016-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2015-10-30T00:00:00.000Z', '2008-06-09T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2006-01-01T00:00:00.000Z', '2012-01-01T00:00:00.000Z', '2017-03-24T00:00:00.000Z', '2010-11-15T00:00:00.000Z', '2010-11-15T00:00:00.000Z', '2017-08-04T00:00:00.000Z', '2006-06-09T00:00:00.000Z', '2008-10-07T00:00:00.000Z', '2010-11-12T00:00:00.000Z', '2016-07-15T00:00:00.000Z', '2010-11-12T00:00:00.000Z', '2006-08-22T00:00:00.000Z', '2007-07-09T00:00:00.000Z', '2006-06-20T00:00:00.000Z', '2018-01-26T00:00:00.000Z', '2016-07-01T00:00:00.000Z', '2018-09-07T00:00:00.000Z', '2019-05-31T00:00:00.000Z', '2019-06-07T00:00:00.000Z', '2019-06-07T00:00:00.000Z', '2019-08-16T00:00:00.000Z', '2019-08-09T00:00:00.000Z', '2019-04-26T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-17T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-29T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-01T00:00:00.000Z', '2020-08-03T00:00:00.000Z', '2020-08-03T00:00:00.000Z', '2020-08-10T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-19T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-24T00:00:00.000Z', '2020-08-24T00:00:00.000Z', '2020-08-24T00:00:00.000Z', '2020-07-29T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-01T00:00:00.000Z', '2020-09-02T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-21T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-25T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",831.0,1774674.0,2258165.0
3697,98,2020-11-22T00:00:00.000Z,THICK (feat. Megan Thee Stallion) (Remix),DJ Chose & Megan Thee Stallion,CA5KR2105823,,31823084.0,41,['2020-10-30T00:00:00.000Z'],,,
3698,99,2020-11-22T00:00:00.000Z,Lofi,Domknowz,QZFZ42089472,0.0,28931601.0,149,['2020-02-28T00:00:00.000Z'],3582396.0,6.0,583.0
3699,100,2020-11-22T00:00:00.000Z,Silence,Silent,TCABF1246524,1.28571428571429,20057797.0,150,[None],,,
3700,1,2020-11-29T00:00:00.000Z,Adderall (Corvette Corvette),Popp Hunna,USA2P2036916,0.0,31753663.0,41,"['2020-10-15T00:00:00.000Z', '2020-10-14T00:00:00.000Z']",3436485.0,365.0,9467.0
3701,2,2020-11-29T00:00:00.000Z,Oh No,Kreepa,USUYG1287925,0.714285714285714,29425832.0,56,['2019-12-13T00:00:00.000Z'],437999.0,101.0,1995.0
3702,3,2020-11-29T00:00:00.000Z,It's Tricky,RUN DMC,USAR18600005,0.0,15051716.0,219,"['2010-04-30T00:00:00.000Z', '2002-09-10T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '1999-12-31T00:00:00.000Z', '2009-03-26T00:00:00.000Z', '2011-04-08T00:00:00.000Z', '2015-01-09T00:00:00.000Z', '2011-07-01T00:00:00.000Z', '2013-06-21T00:00:00.000Z', '2010-10-22T00:00:00.000Z', '2003-10-28T00:00:00.000Z', '2011-06-03T00:00:00.000Z', '2007-05-05T00:00:00.000Z', '2013-07-12T00:00:00.000Z', '2013-12-13T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '1984-01-01T00:00:00.000Z', '1984-01-01T00:00:00.000Z', '1990-01-01T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2015-03-20T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2002-08-19T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2015-07-10T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2006-04-28T00:00:00.000Z', '2009-12-25T00:00:00.000Z', '2008-08-04T00:00:00.000Z', '2009-12-28T00:00:00.000Z', '2013-07-23T00:00:00.000Z', '2002-09-10T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-01-18T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '2002-09-10T00:00:00.000Z']",,,
3703,4,2020-11-29T00:00:00.000Z,Therefore I Am,BILLIE EILISH,USUM72021500,0.0,31948804.0,39,['2020-11-12T00:00:00.000Z'],5596.0,18332312.0,35817144.0
3704,5,2020-11-29T00:00:00.000Z,Shower,Becky G,USRC11400866,0.142857142857143,15676244.0,41,"['2014-10-17T00:00:00.000Z', '2014-09-26T00:00:00.000Z', '2014-04-23T00:00:00.000Z', '2014-08-22T00:00:00.000Z', '2015-01-26T00:00:00.000Z', '2015-02-27T00:00:00.000Z', '2016-05-20T00:00:00.000Z', '2020-10-16T00:00:00.000Z']",4236.0,7092226.0,9450969.0
3705,6,2020-11-29T00:00:00.000Z,Deep End,Fousheé,USRC12002568,-0.142857142857143,30521029.0,105,['2020-07-31T00:00:00.000Z'],810286.0,599.0,54541.0
3707,8,2020-11-29T00:00:00.000Z,Out the Frame,Marv Allen,QZK6F2001433,0.571428571428571,31846333.0,56,['2020-09-24T00:00:00.000Z'],1459574.0,333.0,390.0
3708,9,2020-11-29T00:00:00.000Z,All I Want for Christmas Is You,Mariah Carey,USSM19400325,1.14285714285714,15816657.0,78,"['2017-09-15T00:00:00.000Z', '2015-11-06T00:00:00.000Z', '2007-11-13T00:00:00.000Z', '2016-11-18T00:00:00.000Z', '2013-09-20T00:00:00.000Z', '1994-10-28T00:00:00.000Z', '2008-01-01T00:00:00.000Z', '2014-02-14T00:00:00.000Z', '1994-10-28T00:00:00.000Z', '2010-11-19T00:00:00.000Z', '2011-11-21T00:00:00.000Z', '2001-12-03T00:00:00.000Z', '2013-11-19T00:00:00.000Z', '1994-01-01T00:00:00.000Z', '1994-01-01T00:00:00.000Z', '2016-12-01T00:00:00.000Z', '2011-01-01T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2017-11-10T00:00:00.000Z', '2000-11-13T00:00:00.000Z', '2004-11-08T00:00:00.000Z', '2018-10-26T00:00:00.000Z', '2018-10-30T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-09T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-11-17T00:00:00.000Z', '2019-11-17T00:00:00.000Z', '2019-11-17T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-03T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-11-03T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-15T00:00:00.000Z', '2020-12-15T00:00:00.000Z', '2020-12-22T00:00:00.000Z']",33.0,5160099.0,6103558.0
3709,10,2020-11-29T00:00:00.000Z,Dancing in My Room,347aidan,QZMEN2099087,1.57142857142857,31794188.0,53,['2020-10-26T00:00:00.000Z'],1622014.0,3558.0,85630.0
3710,11,2020-11-29T00:00:00.000Z,BOO!,Theyluv____,QMBZ92078637,-0.142857142857143,31681826.0,49,['2020-10-16T00:00:00.000Z'],,,
3711,12,2020-11-29T00:00:00.000Z,Among Us,iamjuampi,QZK6J2095138,-0.428571428571429,31419761.0,73,['2020-09-09T00:00:00.000Z'],3712137.0,103.0,768.0
3712,13,2020-11-29T00:00:00.000Z,Dakiti,Jhaycortez,QZGWX2053010,1.57142857142857,31974516.0,41,['2020-11-07T00:00:00.000Z'],,,
3713,14,2020-11-29T00:00:00.000Z,Monkeys Spinning Monkeys,Kevin MacLeod,USUAN1400011,1.85714285714286,17158836.0,196,"['2014-12-30T00:00:00.000Z', '2019-10-10T00:00:00.000Z']",333690.0,56740.0,82941.0
3714,15,2020-11-29T00:00:00.000Z,Garage Room Freestyle (Reel It In),Number9ok,QM24S2009905,0.714285714285714,31725832.0,52,['2020-10-14T00:00:00.000Z'],1369060.0,391.0,2021.0
3715,16,2020-11-29T00:00:00.000Z,F Boy,Ander Huang & DJ Kuromi,QZHNC2078374,-0.285714285714286,31595311.0,60,"['2020-08-22T00:00:00.000Z', '2020-12-02T00:00:00.000Z']",,,
3716,17,2020-11-29T00:00:00.000Z,Bandook,Nirvair Pannu,FR96X2024977,7.0,29644559.0,169,['2020-05-30T00:00:00.000Z'],1692046.0,364.0,29614.0
3717,18,2020-11-29T00:00:00.000Z,El Aguacate Es Potasio - TikTok Version,Hey Santana,QZMEP2041048,1.71428571428571,31783549.0,30,"['2020-10-22T00:00:00.000Z', '2020-10-15T00:00:00.000Z']",914227.0,2496.0,3168.0
3718,19,2020-11-29T00:00:00.000Z,Say I Yi Yi,D-Roc,USW9J1000104,-1.14285714285714,16009461.0,32,['2002-03-26T00:00:00.000Z'],,,
3719,20,2020-11-29T00:00:00.000Z,pov,arianagrande,USUM72020441,-1.0,31826434.0,31,"['2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z']",,,
3720,21,2020-11-29T00:00:00.000Z,You Got It,Vedo,USUYG1299206,-0.428571428571429,28672165.0,135,"['2020-03-06T00:00:00.000Z', '2020-03-27T00:00:00.000Z']",195150.0,88541.0,186038.0
3721,22,2020-11-29T00:00:00.000Z,Where Is The Love?,Black Eyed Peas,USIR10311862,-2.0,15414778.0,47,"['2003-01-01T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2009-06-09T00:00:00.000Z', '2003-06-30T00:00:00.000Z', '2004-01-20T00:00:00.000Z', '2017-08-04T00:00:00.000Z', '2008-01-21T00:00:00.000Z', '2004-05-25T00:00:00.000Z', '2004-07-19T00:00:00.000Z', '2014-07-23T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2003-06-03T00:00:00.000Z', '2019-05-17T00:00:00.000Z', '2019-06-21T00:00:00.000Z', '2019-08-23T00:00:00.000Z', '2019-09-27T00:00:00.000Z', '2019-10-25T00:00:00.000Z', '2019-09-20T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-08-09T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-10-25T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-10-04T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2020-01-03T00:00:00.000Z', '2020-01-03T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-10T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",728.0,3936000.0,4993756.0
3722,23,2020-11-29T00:00:00.000Z,positions,arianagrande,USUM72019412,1.28571428571429,31753148.0,59,"['2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-27T00:00:00.000Z']",,,
3723,24,2020-11-29T00:00:00.000Z,Teach Me How To Dougie,Classics Reborn,USQY51330295,33.4285714285714,15647122.0,39,['2013-02-08T00:00:00.000Z'],3389445.0,,
3725,26,2020-11-29T00:00:00.000Z,sonido original,Karol G,USUM72019324,1.0,31751726.0,41,"['2020-10-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z']",206809.0,7779068.0,13261871.0
3726,27,2020-11-29T00:00:00.000Z,Ягода Малинка,ХАБИБКА,RUA1D2064344,1.28571428571429,32001549.0,41,['2020-11-17T00:00:00.000Z'],,,
3727,28,2020-11-29T00:00:00.000Z,WATAFUK?!,Morgenshtern & Lil Pump,FR26V2030732,-0.714285714285714,31948292.0,39,['2020-11-13T00:00:00.000Z'],,,
3728,29,2020-11-29T00:00:00.000Z,Тлеет,Bula,SMRUS0065742,-1.0,31819219.0,25,['2020-10-20T00:00:00.000Z'],,,
3729,30,2020-11-29T00:00:00.000Z,Fuck It Up,Ocho Drippin,USUYG1207314,0.714285714285714,20494883.0,40,['2018-08-31T00:00:00.000Z'],1204551.0,2957.0,3651.0
3730,31,2020-11-29T00:00:00.000Z,THICK (feat. Megan Thee Stallion) (Remix),DJ Chose & Megan Thee Stallion,CA5KR2105823,9.57142857142857,31823084.0,41,['2020-10-30T00:00:00.000Z'],,,
3731,32,2020-11-29T00:00:00.000Z,Be Around Me,Will Joseph Cook,UKY6X2000001,-0.142857142857143,31290314.0,55,"['2020-09-09T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-22T00:00:00.000Z', '2020-10-29T00:00:00.000Z', '2020-11-27T00:00:00.000Z']",206332.0,35709.0,52254.0
3732,33,2020-11-29T00:00:00.000Z,Joro,WizKid,USRC11901068,0.142857142857143,24414472.0,41,['2019-07-10T00:00:00.000Z'],4390.0,333197.0,486006.0
3733,34,2020-11-29T00:00:00.000Z,Call 911,Trunks & Cjota,QZ5AB1979905,0.571428571428571,20211270.0,31,['2018-05-21T00:00:00.000Z'],,,
3734,35,2020-11-29T00:00:00.000Z,No Idea,Don Toliver,USAT21903300,,23658940.0,58,"['2019-05-29T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",838183.0,157234.0,1070285.0
3735,36,2020-11-29T00:00:00.000Z,Monster,LUM!X,ITV951900009,,22858728.0,246,"['2019-04-19T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2020-04-01T00:00:00.000Z']",787669.0,,
